ID, Nome, Preco, Minimo de noites
5445,Spectacular Home With Breathtaking View,579,31
5446,Modern Paradise in LA w/ Private Pool,622,3
5447,Beach cottage,400,31
5448,Cozy Private Bedroom W/T One Bed,35,1
5449,super crash couch,35,1
5450,2 Bd Loft in Downtown LA,220,1
5451,25% OFF Monthly Stay | Pool Jacuzzi  Retreat,371,31
5452,Warm sunny room 5 Free parking,54,1
5453,Perfect for long term rentals 2b1b in NoHo!,150,30
5454,Glory tranquil small flat,129,1
5455,Nice room with private bathroom,79,7
5456,Private Cute Bedroom in Hollywood Best Area in LA,55,1
5457,Spacious Classic Charm by the Beach,237,1
5458,Cozy 1-Bedroom House with on-site Parking.,150,31
5459,Desert Oasis Container Home,300,1
5460,San gabriel 626 home. Modern 3BR/2BA with king bed,173,1
5461,Beach paradise! Convenient cozy clean 2bed/2bath,145,30
5462,4 bd 3 ba in quiet Del Rey 5 mins from the beach,590,30
5463,Cozy room Central LA #75,35,30
5464,Large 2BD + Washer/Dryer near LAX/SoFi/Beaches,200,31
5465,Universal Studios King suite  Hollywood Hills LA,120,2
5466,Modern Guesthouse,140,7
5467,Private sanctuary in Montebello,99,2
5468,2Br Penthouse Panoramic views LA,100,4
5469,Cozy private room LA #92,31,30
5470,Beverly Hills Master Suite,69,31
5471,Luxury Hills Estate,1196,30
5472,Beautiful 1 Bdrm Apt SoFi Stadium/Forum/Lax/Beach,109,2
5473,Male shared room by campus!,38,30
5474,Very Large House ideal for working from home. Park,436,30
5475,Cozy Room Rent 1 bed Shared bath Ave 51 #2,33,30
5476,Nice w bedroom for long term stays.,145,18
5477,Cozy & Stylish 1BR Apt Hollywood area,191,2
5478,Modern 1 BR With Private Bath Near USC,64,30
5479,Brand New Hollywood Hills Estate 4bd/6.5bth,1021,30
5480,PentHouse Apartment with Pool,235,2
5481,Private room in KTown LA!,32,30
5482,Hotel Style Guest Suite w/ Private Entrance & Bath,118,2
5483,Best Kept Secret in Los Angeles,171,31
5484,discounted 3 bedroom (4 beds)  2 bathroom (7121),172,1
5485,Bright Room in Cute 2br Home!,125,3
5486,Bespoke Venice Oasis Close to Abbot Kinney,240,30
5487,Charming Retreat,124,30
5488,All New Lux Home Perfect for Extended Stays in BH!,195,30
5489,1/2 Block to the Beach Off Abbott Kinney Blvd.,149,30
5490,Modern Home w/ Huge Rooftop,1200,30
5491,Amazing Urban Oasis 2bd 2bt,599,30
5492,Cozy and Quiet Guest House with Private entrance,120,30
5493,Luxury Oasis in Hollywood Hills with Pool,1100,4
5494,Venice Studio with Pool! Great Location!,244,30
5495,Blueground | Downtown pool & w/d nr Staples Cntr,184,31
5496,Nicely renovated condo!,180,30
5497,welcome home to WEHO,300,2
5498,The Green Room 2bds,125,30
5499,Private room with amazing Hollywood hills view,65,30
5500,West Hollywood- Melrose/FairfaxWeHo,135,30
5501,Walking distance to the beach and restaurants,118,30
5502,Awesome On The Strand Hermosa Beach Property,249,3
5503,Luxury 4BDR Vantage Villa with pool&spa,900,30
5504,Tiny private room #9,24,30
5505,Artistic downtown La loft Space,125,30
5506,Spring Charmer In The Heart Of The City,95,30
5507,MDRN & BRIGHT 6BR! HTD SPRKLG POOL CABANA BBQ!,444,1
5508,The Malibu Cloud Nest,1200,3
5509,Residentially-styled Unit! Rooftop Poolside Bar,371,1
5510,Walking distance to NoHo West,117,30
5511,Private Bath High Speed Wi-Fi Free Parking,110,1
5512,Cozy Home in the Center of Venice Beach,500,30
5513,15% Off Your Hollywood Dream Escape!,947,3
5514,Loft style cottage in private landscaped garden,140,30
5515,Spacious Newly Reno 3BR/2BA Apt in Serene Area,122,31
5516,Beautiful master bedroom in Redondo / Hermosa,169,30
5517,Cheerful 4 bedroom home with pool and views,1102,90
5518,Hillside Haven: Mid-Century Retreat,550,5
5519,Stylish remodeled 3 BR bathed in light + backyard,169,30
5520,Historic Echo Park Home,300,30
5521,Beautiful house for 6 guests,175,31
5522,Boho abode one bedroom & a loft in Weho,114,30
5523,Elegant&Spacious 2bed 1bath w/ laundry and parking,157,1
5524,BRIGHT AND CHARMING STUDIO AT THE BEACH,232,30
5525,Beautifull Guest house Beverly Hills,227,1
5526,Private room in Pacific Palisades,60,30
5527,Clean private room with own entrance and bathroom,70,2
5528,Explore Stunning Views of LA in Style! Pool,455,1
5529,Modern Venice Beachhouse with 20' ceilings,800,30
5530,New and Chic Home in Alhambra,80,30
5531,Elegant getaway oasis!,800,1
5532,Amazing abode in the hills of Bel Air!,499,30
5533,1BR in Treehouse Bungalow With Private Entrance,109,3
5534,Private Paradise LAX SOFi SpaceX Beaches R#3,55,31
5535,Prime Spot in Burbank,128,1
5536,bungalow in Santa Monica,150,30
5537,Modern&Cozy Home|Mins From Beach,250,31
5538,BEACHY HAPPY PLACE IN HERMOSA BEACH,90,90
5539,NEW Valley Oak One,55,30
5540,Super convenience townhouse 3BE/2.5BA,182,3
5541,Cozy Encino Private Guest House - 1 Bedroom 1 Bath,96,30
5542,Private Room + Private Bath in Travel Nurse House,55,30
5543,Private room for 2 people #14,33,30
5544,Cozy Craftsman Annex with Bird's-eye View,120,3
5545,Universal Retreat-Centrally Located Sleeps 8,208,1
5546,2/2 Condo near LAX Beaches & more,185,2
5547,The Bruins 3-Bedroom Suite,261,30
5548,UCLA PROFESSIONALS PRIVATE BED & BATH IN WEST LA,65,30
5549,Cozy/ DTLA Spacious loft vibes,200,30
5550,Sunset Strip Garden Bungalow 2 bed 2 bath,240,30
5551,Fully Remodeled 1bd WeHo Apt - Prime Location,125,30
5552,perfect place near Spacex and Sofi on quiet street,85,1
5553,Cozy 1B in a 7B6B near USC and Ktown - Rm 4,33,30
5554,Private Quiet Cheerful Room,61,2
5555,1/1 EAST HOLLYWOOD CONDO VIEWS AND PARKING,119,1
5556,AMAZING HOLLYWOOD LOFT,109,30
5557,Pool Front Romantic Getaway w/ Private Entry,109,1
5558,Malibu Luxury Retreat,10000,30
5559,Malibu trail farmhouse retreat.,695,7
5560,Spacious Contemporary 3Br Surround by Trees,365,7
5561,Temple City Single family,249,30
5562,Incredible house off the Venice Canals,650,4
5563,Ocean Front Condo in Redondo Beach,240,31
5564,Hills Alta Paradise,5170,1
5565,Spacious Bright 1BD/1.5BA with Balcony and Parking,105,31
5566,Private Haven w/ full Kitchen,86,30
5567,Private Clean Room in LA Home,38,30
5568,Beautiful Room & Private Bathroom in Beverly Hills,500,1
5569,Amazing Villa in Tarzana,960,30
5570,Walk to Rose Abbott Kinney and Venice Beach 1BDR,112,30
5571,Cozy room with private entrance and restroom,92,1
5572,2Bd/1Bth in Gated Complex w/ Private Patio & W/D,170,31
5573,1641/20- RUNYON CANYON & HOLLYWOOD - 2 beds(1b1b),150,30
5574,Luxury Hollywood Loft 2BR,250,30
5575,Quit room with view,98,30
5576,Private Budget Studio,120,1
5577,Premier West Hollywood Home,1600,31
5578,6 modern apartment Santa Monica,249,1
5579,Cozy apartment in Santa Monica,220,30
5580,1BR Penthouse 1/2 blk to Venice Boardwalk Pets ok!,184,30
5581,Perfect Beverly House Getaway!,547,1
5582,Peaceful and Tranquil Suite,116,1
5583,lovely Private one bedroom one bath detached unit.,95,30
5584,Northridge Palace Silver,59,30
5585,Private Bedroom with Private Bathroom 2,75,30
5586,SM 3BD/1.5BA w/ Garage & W/D,220,31
5587,Newly built guest studio with private yard,128,30
5588,PERFECT LOCATION: 2 BR West Hollywood Retreat,264,2
5589,Hollywood Hideaway,209,2
5590,Super Hip Stylish 2 Bedroom Apt in Miracle Mile,1000,30
5591,Lovely 1 Master bedroom free parking on premises,190,30
5592,Malibu 4 BD house w/amazing view,703,4
5593,Room for Rent,80,30
5594,2 Bedroom town house wth 3 beds,225,30
5595,Stylish 1BR apt in MDR with POOL GYM Paking,211,1
5596,Private Room & Bathroom with Shared Kitchen,113,2
5597,Cozy&new room & gorgeous view,54,30
5598,Brand new guest house in LA,199,30
5599,Westwood 1B1B Apt walk to UCLA,299,30
5600,Townhouse in Santa Monica - North of Wilshire,450,30
5601,Luxe Studio in Full Service Hollywood Building,70,30
5602,Private Malibu 4 bedroom retreat with ocean views,500,30
5603,VILLA HILL Private Room,50,30
5604,Entire house in great location,339,30
5605,Private room is quiet cozy.,110,2
5606,Culver City Minimalist Apt,36,30
5607,Whole condo,133,30
5608,Comfy Room nr Torrance & LAX,59,1
5609,Lovely Artisanal Echo Park Apartment,124,30
5610,Studio in Santa Monica|5 min from beach|KING Bed,122,31
5611,Cheerful  4-Bedroom Villa  With Pool,599,90
5612,Del Aire Domicile,259,3
5613,Villa StacyRoom 2 2,50,30
5614,Petite Ermitage style Bungalow in Hollywood Hills,172,30
5615,Lg Bdm mins from BCH/LAX/SOFI w Separate Entrance!,116,5
5616,Stylish 1B in a 5B4B near Ktown! - Rm 2,40,30
5617,Hollywood Hills Paradise,265,30
5618,Gorgeous Santa Monica 4,125,30
5619,Casa Luna West Hollywood - Entire Private Suite,120,30
5620,Sofi house w/king bed garage and laundry,109,31
5621,Design-forward retreat for rising stars,226,1
5622,2bdrm 1bath Apt in Beverlywood #2,120,30
5623,Private Guest House in a Prime West Hills Location,95,30
5624,Private Bedroom and Bathroom in Hollywood,125,3
5625,Home away from home! Beautiful Guest Home w/ POOL,122,30
5626,LA | Gated Balconies Large Living Room,247,30
5627,Bergman Hacienda guesthouse,125,30
5628,Riva Virtus 65' Yacht - Lamborghini of the Ocean,4893,1
5629,Spacious family home near LAX,72,1
5630,New Historic House in the Heart of Hollywood,235,30
5631,Mockingbird Place,6900,30
5632,Monthly Chic Artist Home - Mid City,365,30
5633,Sea Breeze Suite Retreat,79,2
5634,Views By The Crypto,80,30
5635,no neighbors anywhere nearby.,210,30
5636,Private Home on Spacious lot,265,30
5637,Cozy Nooks,70,30
5638,Steps from the beach in DT Santa Monica!,226,1
5639,Clean Crisp White Bedroom-Queen Bed,96,30
5640,Master bedroom/full bath with jacuzzi and bidet #2,152,2
5641,Blueground | Encino pool & gym nr Ventura Blvd,162,31
5642,Sea View Flower Garden A/c W/d Renovated,294,2
5643,Stylish 1BR in Prime LA Spot,124,1
5644,Spacious Room Between DTLA & USC,45,30
5645,Ktown private room w/ pvt bath (New Listing),48,30
5646,Coastal Malibu Paradise | Pool Spa & Ocean Views,1902,3
5647,The Serenity En-Suite at Spacious Satsuma House,78,20
5648,RED DOOR FAMILY RETREAT,228,2
5649,Private rooms +breakfast! #1      (1of2),60,30
5650,Brand new Modern Luxury Estate,900,30
5651,Cozy & Quiet Private Room Beverly Hills,107,30
5652,Casa Sol: an Oasis in LA!,252,2
5653,ItalianVilla type Guest House Suite Western Malibu,368,2
5654,Hollywood Hideaway,94,30
5655,3-bedroom house on cul-de-sac,211,2
5656,Bedroom + Shared Restroom,60,7
5657,Comfortable room!Twin+full,58,1
5658,Second Floor 1-bedroom with deck near Rose Bowl,106,3
5659,LA Hilltop Sanctuary: Best Airbnb I've stayed in,225,7
5660,Best View in Hermosa! Modern Home,349,7
5661,Chic Hotel Luxury 2Beds Sleeps 4,202,1
5662,Gated Charming Home with Pool,450,3
5663,Brand New Cozy Studio Closed to DTLA,75,1
5664,Wanderlust Adventure (LA & OC),109,1
5665,Room w/ Shared bath Parking AC Washer&Dryer,65,3
5666,Cozy Studio Guestsuite,111,1
5667,2036 sqft luxury house-Inquire about discount,210,30
5668,Private bedroom with desk Convenient location,58,1
5669,Modern Home in Baldwin Park,279,2
5670,Cozy one private bedroom new remodeled apartment,65,30
5671,NEW Luxury Modern Central from LA Beaches and OC,350,2
5672,A Quiet Private and Rustic Escape,250,3
5673,Cozy 2BD/1BA Apt. Near LAX,128,30
5674,Adorable 2 bedroom with private parking by CSUN,115,30
5675,#1 Private Room TV Disneyland Universal studios,62,1
5676,Charming Upstairs 3BR/2BA Suite,122,30
5677,Suite On Top Floor with 2 bed and 2 Batth,375,30
5678,Private Room in Hollywood,62,30
5679,King Bed & Private Bath in Mid-City LA / Koreatown,43,30
5680,Wrigley Historic Home in Long Beach,310,1
5681,Adorable 2-bedroom guest house.,109,5
5682,Tucked Away Guest House with Garden & Patio,145,3
5683,TheTurtle:2 Blocks 2 Beach & Bay~2nd St~AC~PetsOK!,113,31
5684,Luxury safe west Palmdale apartment for 3,93,6
5685,Modern Spanish Home w Pool & Garden,467,5
5686,Cozy studio between Los Angeles and Orange County,90,1
5687,Charming downtown LA 2 bed 2 bath,296,1
5688,Bright & Elegant house,149,30
5689,California Classic-Heart of LA and Orange County,112,30
5690,Private room in Estate sized home gated community,50,2
5691,private room & bath private entrance steps2beach,120,1
5692,Comfort & relaxing,78,1
5693,Newly Renovated Modern house-20 mins to Disneyland,147,3
5694,Spanish Style Home  in West Hollywood California.,84,30
5695,Huge 10 bedrooms! South of DTLA,433,1
5696,Great View Guest House,100,4
5697,King Bed Hi-speed Wifi | LA Beaches Disneyland,79,2
5698,Tranquil2B2B Front House Retreat,133,1
5699,Beach Bedroom Belmont Shore,159,31
5700,Bright 1-BR W/ Private Entrance & Self Check-In,70,1
5701,Exquisite Haven w/ Patio Sleeps 4,148,1
5702,Comfy Queen Bed Studio-Bus Metro,92,1
5703,Guesthouse on 1st block in town!,75,30
5704,Room in Compton,70,7
5705,Home Away From Home-Downey Ca,170,30
5706,Peaceful Private Bedroom - Shared Bath [2],59,1
5707,Amazing Ocean View Condo,75,10
5708,Newly remodeled 1 bedroom with lots of parking,76,30
5709,Cozy Inn  Private ROOM (B) Shared SPACE (near USC),35,30
5710,Monrovia Mountain Retreat,120,12
5711,So-Cal Classic Living,291,3
5712,Cozy Room 1 in Pomona/Chino,37,1
5713,SoCal Condo with Pool and Jacuzzi,135,30
5714,Cute Hill-Top House with Pool Hot Tub and Views!,209,1
5715,The Lancaster Gem!,212,5
5716,Bright Comfy Room w/ Wi-Fi + Kitchen,50,30
5717,Long Beach Waterfront,190,31
5718,Private guest House with King size bed on 5 acre.,109,9
5719,Oceanfront  Oasis,659,2
5720,Master Bedroom in Historic Home,42,1
5721,The Modern Bungalow on 9th,63,30
5722,Beautiful & Spacious Home Near LAX & Beaches W AC,283,1
5723,specious 3 bedrooms house Downey,318,1
5724,New Guest House-Rose Bowl NASA Pasadena DTLA,131,3
5725,2bd 2bath in Downtown Los Angeles,182,30
5726,Stylish newly remodeled 2bd 2ba home in West LA,255,30
5727,Lovely Airy 1Bed/1Bath Bungalow in Santa Monica,123,31
5728,Great Knight stay,68,1
5729,Chill clean cozy sunny room,49,1
5730,Modern One bedroom tiny house with private parking,171,2
5731,Room1/Full size bed/Close Disneyland,55,1
5732,Level South Olive - Junior Two Bedroom Suite,290,1
5733,Fabulous Home,240,30
5734,Loft located in DTLA!,152,2
5735,Silver Lake Pool and Inn The Deluxe King,310,1
5736,Safe Hillside Home with Outdoor Deck in Silverlake,289,6
5737,Centrally Located 2BR Apt in DTLA near K-town,123,2
5738,Available for short term stay,68,1
5739,Quiet master room 1,67,1
5740,Cozy spot in La Verne,55,30
5741,Modern Silver Lake hillside retreat,278,3
5742,The Grateful Room,99,30
5743,Unlisted Pasadena/LA Single Family House 3bd,199,3
5744,LA/Beverly Hills Hotel Style Unit,150,1
5745,Tiny guest house in SW Sawtelle,70,30
5746,Elegant Cozy Cottage Guest House,149,30
5747,Blueground | Westchester gym nr beach & lax,162,31
5748,Spacious 3BR in the Heart of Hollywood,457,30
5749,RV Pool Oasis in Hollywood Hills,168,30
5750,Private bed+bath w/ TV. & Kitchen access,60,30
5751,New Studio In Culver City with AC W/D & Kitchen,143,2
5752,The Pearl Oceanview SM Studio,328,3
5753,Spacious beautiful townhome,120,30
5754,master  room with private bathroom no cleanig fee,71,1
5755,Centrally located stylish 2 bedroom apartment,120,31
5756,Bungalow Oasis with Pool,136,30
5757,Silver Lake Colorful Mod Home w/ Jacuzzi PrivateRm,175,3
5758,Level South Olive - Dream Extended Stay 1BD Suite,210,30
5759,Charming gem  next-door  to Universal Studios,445,3
5760,Modern Malibu Oasis Close to Beaches & Hiking,215,2
5761,Modern home with Home Cinema& and pool,300,2
5762,Gated Private Spanish-style Casita,127,3
5763,Beautiful Oasis-Centrally Located,324,3
5764,All you need for LA living.,250,30
5765,Stylish Cozy Bungalow with Modern Design,175,30
5766,Level South Olive - Glamorous Jr. 2BD Suite,233,30
5767,shared room in Hollywood!,46,30
5768,Family House w/ large yard near SoFi Stadium & LAX,298,31
5769,LA Vacation Double,155,1
5770,Gorgeous one bedroom #8 in Culver City,125,30
5771,2 Elegant Craftsman Homes includes ADU & 2 Yards,597,1
5772,LONG STAY  Room by USC Metro Museums & Coliseum,40,120
5773,Cozy Studio City Home,375,30
5774,Beautiful New Studio Arcadia,108,1
5775,Perfect for student/professional,90,30
5776,Garden Oasis in WLA,198,30
5777,Santa Monica DREAM Modern Home,673,2
5778,House near Costco Culver City,145,30
5779,Master Private 1 bedroom/1 bath,140,2
5780,Casita W: Modern Cozy Stay in LB,141,4
5781,Luxury Villa With Private Pool & Spa Sleeps 14,1281,2
5782,Pvt Loft space/w roof top deck with city views,62,30
5783,Cozy Comfy Unit w/ Private Entry,113,2
5784,HEART of LA - OASIS,83,1
5785,Summer Sale- beat the heat lux pool & mod house,678,4
5786,Chic 3-tier 3BR with patio - near downtown LAX,179,30
5787,Bright 2-BR Home with Free Parking in Center-City,100,30
5788,Spacious Hancock Park Guest Quarters,270,7
5789,Private Guest Suite in Woodlands Retreat,125,3
5790,Eastside Craftsman,255,30
5791,Historic Downtown LA Loft - Urban Charm,152,1
5792,Vacation beach city lovely place,111,1
5793,WEST SIDE Mar Vista Spanish Hacienda,500,30
5794,Admire Amazing Views from a Modern Zen-like Guest Suite,149,1
5795,The Barefoot Beach House Hermosa Beach CA,300,30
5796,Beverly Hills Doheny Estate,3537,7
5797,Modern Room in Great Location,55,30
5798,Private Suite Large Patio Walk to Universal,148,1
5799,Wonderfull room in Mid City,40,30
5800,Manhattan Beach 2B1B/ Beachside,180,30
5801,The Sawtelle 8,80,31
5802,Walk to Hollywood!,60,30
5803,Manhattan Beach Villa,701,30
5804,Ocean Views w/ Fire Place | Free Parking,599,2
5805,Happy Place,199,1
5806,Hollywood Charmer - Silver Lake,95,30
5807,D4. MidCity TopChoice Premier Room w/Private Bath,52,1
5808,Los Feliz Garden Apartment,148,30
5809,Sunny and  Spacious Bedroom & Bath with a Pool,100,2
5810,Cozy Beach Bungalow Apt - 2BD/1BA,365,2
5811,Cozy 1-Bdr Apt. near Downtown LA,72,30
5812,Retro Vibe One Bedroom Guest House,111,7
5813,Secluded Retreat in LA County,479,3
5814,Private CLEaN Stylish Tiny Suite SoFi+LAX+Beaches,95,31
5815,Large Private Bedroom - Franklin Hills,58,30
5816,3 BR 3 BA by Magic Mountain Community Pool,300,30
5817,Private Room: Pine-Tree View,120,30
5818,QUAINT COZY CHARMING COTTAGE,170,30
5819,Great Culver City 2 bedroom,171,30
5820,Amazing Beach House In MB!,485,4
5821,Charming & Spacious Bedroom,64,2
5822,Cute 1 bedroom in LA free parking#3,97,30
5823,Modern 2BDr Beachside Retreat With Full Amenities,225,1
5824,The Kenmore,29,31
5825,The White Room,50,30
5826,Selfridge Estate Malibu,4167,30
5827,Sunny 1BR Hideaway with Shared Pool Oasis -Lou2-UC,107,2
5828,Chic Guesthouse w/ Sleeping Loft + Rooftop Hot Tub,153,2
5829,2 Bed Townhouse 8 mins from the Beach,175,30
5830,Your home away from home!,100,1
5831,Los Angeles Cozy private room,50,30
5832,Large and Private Room D,45,30
5833,#16 2 king beds family getaway,170,1
5834,6 Bdrm/10 Bed Home. Main:5bd+Guest House:2Bdr/4bed,450,2
5835,Updated Unit with OCEAN VIEWS!,232,30
5836,Sunny Bungalow: Lush Garden Bikes & Cozy Fire Pit,145,2
5837,Lovely shared space with everything you need,51,30
5838,Heart of the City,292,2
5839,Charming Home 3 Blocks to Santa Monica Beach,238,1
5840,Testing,137,30
5841,316MAR - Modern Avalon house AC WIFI Golf Cart,584,1
5842,Hollywood Diamond - Silver Lake,95,30
5843,Private LA cottage sleeps 4!,71,30
5844,Blueground | Playa Vista pool & gym nr beach,224,31
5845,Sunny Duo Suite,155,1
5846,Hollywood Hills Luxury - amazing views,190,31
5847,Industrial Modern Guest House Cottage,139,1
5848,Blueground | Culver City gym pool nr shops,216,31
